,Age,Attrition,BusinessTravel,DistanceFromHome,EducationField,EnvironmentSatisfaction,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
483,35,0,Travel_Rarely,25,Other,1,Laboratory Technician,Single,3681,4,No,14,0,9,3,2,0,2
484,31,0,Travel_Rarely,6,Medical,1,Sales Executive,Divorced,5460,4,No,22,2,13,7,7,5,7
485,27,0,Travel_Rarely,6,Medical,1,Research Scientist,Divorced,2187,0,No,12,2,6,5,3,0,3
486,37,0,Travel_Rarely,2,Marketing,4,Sales Executive,Married,9602,4,Yes,11,1,17,3,0,1,0
487,20,0,Travel_Rarely,1,Life Sciences,4,Research Scientist,Single,2836,1,No,13,0,1,1,0,0,0
488,42,0,Travel_Rarely,2,Life Sciences,3,Healthcare Representative,Married,4089,1,No,13,2,10,10,2,2,2
489,43,0,Travel_Rarely,6,Other,2,Research Director,Divorced,16627,4,Yes,14,1,21,1,0,0,0
490,38,0,Travel_Rarely,1,Life Sciences,3,Research Scientist,Single,2619,3,No,17,0,8,0,0,0,0
491,43,0,Travel_Frequently,9,Medical,4,Laboratory Technician,Divorced,5679,3,Yes,13,1,10,8,7,4,7
492,48,0,Travel_Rarely,1,Life Sciences,4,Manager,Married,15402,7,No,11,1,21,3,2,0,2
493,44,0,Travel_Rarely,1,Life Sciences,1,Human Resources,Single,5985,4,No,11,0,10,2,2,0,2
494,34,0,Travel_Rarely,14,Technical Degree,3,Sales Representative,Divorced,2579,1,Yes,18,2,8,8,2,0,6
495,27,1,Travel_Rarely,2,Marketing,3,Sales Representative,Divorced,3041,0,No,11,1,5,4,3,0,2
496,21,0,Travel_Rarely,22,Technical Degree,3,Sales Representative,Single,3447,1,No,11,0,3,3,2,1,2
497,44,0,Travel_Rarely,3,Other,4,Manager,Married,19513,4,Yes,12,1,26,2,2,0,1
498,22,0,Travel_Rarely,6,Medical,1,Research Scientist,Married,2773,0,No,20,0,3,2,2,2,2
499,33,0,Travel_Rarely,8,Marketing,3,Sales Executive,Divorced,7104,0,No,12,0,6,5,0,1,2
500,32,0,Travel_Rarely,9,Life Sciences,1,Research Scientist,Married,6322,1,Yes,12,1,6,6,4,0,5
501,30,0,Travel_Frequently,3,Medical,3,Research Scientist,Divorced,2083,1,No,20,1,1,1,0,0,0
502,53,0,Travel_Rarely,1,Medical,4,Sales Executive,Single,8381,7,No,20,0,18,14,7,8,10
503,34,0,Travel_Rarely,1,Life Sciences,2,Research Scientist,Married,2691,1,No,12,1,10,10,9,8,8
504,45,1,Travel_Frequently,26,Life Sciences,1,Sales Executive,Married,4286,2,No,14,2,5,1,1,0,0
505,26,0,Travel_Rarely,6,Life Sciences,3,Laboratory Technician,Married,2659,1,Yes,13,1,3,3,2,0,2
506,37,0,Travel_Rarely,3,Other,3,Manufacturing Director,Married,9434,1,No,15,1,10,10,7,7,8
507,29,0,Travel_Rarely,3,Medical,2,Sales Executive,Married,5561,1,No,14,1,6,6,0,1,2
508,35,0,Travel_Rarely,6,Life Sciences,2,Research Scientist,Single,6646,1,No,13,0,17,17,11,11,8
509,33,0,Travel_Frequently,6,Life Sciences,3,Healthcare Representative,Divorced,7725,3,No,23,1,15,13,11,4,7
510,54,0,Travel_Rarely,19,Medical,3,Human Resources,Married,10725,2,No,15,1,16,9,7,7,1
511,36,0,Travel_Rarely,9,Medical,2,Manufacturing Director,Divorced,8847,2,Yes,11,1,13,3,2,0,2
512,27,0,Travel_Rarely,3,Medical,1,Research Scientist,Single,2045,0,No,13,0,5,4,2,1,1
513,20,1,Travel_Rarely,10,Medical,4,Research Scientist,Single,1009,1,Yes,11,0,1,1,0,1,1
514,33,1,Travel_Frequently,3,Life Sciences,1,Research Scientist,Single,3348,1,Yes,11,0,10,10,8,9,7
515,35,0,Non-Travel,3,Life Sciences,3,Laboratory Technician,Married,1281,1,No,18,2,1,1,0,0,0
516,23,0,Travel_Rarely,4,Medical,1,Research Scientist,Married,2819,2,No,16,1,5,3,2,0,2
517,25,0,Travel_Rarely,8,Life Sciences,4,Sales Executive,Married,4851,0,No,22,1,4,3,2,1,2
518,38,0,Travel_Rarely,7,Marketing,4,Sales Executive,Single,4028,0,No,20,0,8,7,7,0,5
519,29,0,Travel_Frequently,1,Life Sciences,2,Research Scientist,Divorced,2720,1,No,18,1,10,10,7,2,8
520,48,0,Travel_Rarely,2,Marketing,2,Sales Executive,Married,8120,3,No,12,0,12,2,2,2,2
521,27,0,Travel_Frequently,3,Medical,4,Sales Executive,Divorced,4647,1,Yes,20,2,6,6,5,0,4
522,37,0,Travel_Rarely,10,Life Sciences,4,Research Scientist,Single,4680,3,No,17,0,4,1,0,0,0
523,50,0,Travel_Rarely,28,Medical,4,Laboratory Technician,Married,3221,1,Yes,11,3,20,20,8,3,8
524,34,0,Travel_Rarely,9,Medical,4,Healthcare Representative,Single,8621,1,No,14,0,9,8,7,7,7
525,24,1,Travel_Rarely,3,Life Sciences,1,Sales Executive,Single,4577,9,No,14,0,4,2,2,2,0
526,39,0,Travel_Rarely,2,Technical Degree,4,Healthcare Representative,Single,4553,1,No,11,0,20,20,7,11,10
527,32,0,Travel_Rarely,10,Marketing,4,Sales Executive,Single,5396,1,No,12,0,10,10,7,0,8
528,50,1,Travel_Frequently,8,Technical Degree,2,Sales Executive,Married,6796,3,Yes,14,1,18,4,3,1,3
529,38,0,Travel_Rarely,1,Life Sciences,2,Healthcare Representative,Single,7625,0,No,13,0,10,9,7,1,8
530,27,0,Travel_Rarely,1,Life Sciences,3,Manufacturing Director,Married,7412,1,No,11,0,9,9,7,0,7
531,32,0,Travel_Rarely,3,Life Sciences,3,Research Director,Single,11159,3,No,15,0,10,7,7,7,7
532,47,0,Travel_Rarely,14,Marketing,4,Sales Executive,Single,4960,2,No,12,0,20,7,7,1,7
533,40,0,Travel_Frequently,5,Life Sciences,4,Sales Executive,Married,10475,5,Yes,21,1,20,18,13,1,12
534,53,0,Travel_Rarely,7,Life Sciences,3,Research Director,Married,14814,3,No,19,0,32,5,1,1,3
535,41,0,Travel_Rarely,10,Human Resources,2,Manager,Divorced,19141,3,No,15,3,23,21,6,12,6
536,60,0,Travel_Rarely,16,Marketing,1,Sales Executive,Single,5405,8,No,14,0,10,2,2,2,2
537,27,0,Travel_Frequently,10,Life Sciences,4,Manufacturing Director,Divorced,8793,1,No,21,2,9,9,7,1,7
538,41,0,Travel_Rarely,1,Human Resources,4,Manager,Married,19189,1,No,12,1,22,22,7,2,10
539,50,0,Travel_Rarely,8,Marketing,4,Sales Representative,Married,3875,7,No,15,1,4,2,2,2,2
540,28,1,Travel_Rarely,1,Life Sciences,1,Research Scientist,Single,2216,7,Yes,13,0,10,7,7,3,7
541,36,0,Non-Travel,8,Life Sciences,1,Research Director,Married,11713,9,No,14,1,10,8,7,0,5
542,38,0,Travel_Rarely,1,Life Sciences,3,Manufacturing Director,Single,7861,4,Yes,14,0,10,1,0,0,0
543,44,0,Non-Travel,24,Medical,1,Laboratory Technician,Single,3708,2,No,14,0,9,5,2,1,4
544,47,0,Travel_Frequently,3,Medical,4,Sales Executive,Divorced,13770,9,Yes,12,2,28,22,2,11,13
545,30,0,Travel_Rarely,27,Marketing,3,Sales Executive,Divorced,5304,7,No,23,1,10,8,7,7,7
546,29,0,Travel_Rarely,10,Life Sciences,3,Sales Representative,Single,2642,1,No,11,0,1,1,0,0,0
547,42,1,Travel_Frequently,19,Medical,3,Research Scientist,Divorced,2759,6,Yes,12,0,7,2,2,2,2
548,43,0,Travel_Frequently,15,Life Sciences,4,Sales Executive,Married,6804,3,No,18,1,7,2,2,2,2
549,34,0,Travel_Rarely,8,Medical,2,Healthcare Representative,Single,6142,3,No,11,0,10,5,1,4,3
550,23,0,Travel_Rarely,9,Medical,2,Laboratory Technician,Married,2500,1,No,14,1,5,4,3,0,2
551,39,0,Travel_Rarely,3,Human Resources,3,Human Resources,Married,6389,9,No,15,1,12,8,3,3,6
552,56,0,Travel_Rarely,9,Medical,3,Healthcare Representative,Married,11103,7,No,11,0,30,10,7,1,1
553,40,0,Travel_Rarely,2,Medical,4,Research Scientist,Single,2342,0,Yes,20,0,5,4,2,2,3
554,27,0,Travel_Rarely,7,Medical,4,Healthcare Representative,Single,6811,8,No,19,0,9,7,6,0,7
555,29,0,Travel_Rarely,10,Marketing,4,Sales Representative,Divorced,2297,1,No,14,2,2,2,2,2,2
556,53,0,Travel_Rarely,6,Life Sciences,4,Laboratory Technician,Single,2450,2,No,17,0,19,2,2,2,2
557,35,0,Non-Travel,2,Life Sciences,4,Healthcare Representative,Divorced,5093,2,No,11,1,16,1,0,0,0
558,32,0,Travel_Frequently,24,Life Sciences,1,Laboratory Technician,Married,5309,1,No,15,2,10,10,8,4,7
559,38,0,Travel_Rarely,2,Medical,4,Research Scientist,Married,3057,6,Yes,13,1,6,1,0,0,1
560,34,0,Travel_Rarely,8,Life Sciences,2,Manufacturing Director,Divorced,5121,3,No,14,1,7,0,0,0,0
561,52,0,Travel_Rarely,3,Marketing,3,Manager,Married,16856,1,No,11,0,34,34,6,1,16
562,33,1,Travel_Rarely,1,Other,4,Research Scientist,Single,2686,1,Yes,13,0,10,10,9,7,8
563,25,0,Travel_Rarely,26,Medical,3,Sales Executive,Single,6180,1,No,23,0,6,6,5,1,4
564,45,0,Travel_Rarely,2,Technical Degree,2,Sales Representative,Single,6632,0,No,13,0,9,8,7,3,1
565,23,0,Travel_Rarely,10,Medical,1,Research Scientist,Single,3505,1,No,18,0,2,2,2,0,2
566,47,1,Travel_Frequently,27,Life Sciences,2,Sales Executive,Single,6397,4,Yes,12,0,8,5,4,1,3
567,34,0,Travel_Rarely,2,Other,4,Sales Executive,Single,6274,1,No,22,0,6,6,5,1,4
568,55,1,Travel_Rarely,2,Medical,4,Manager,Married,19859,5,Yes,13,1,24,5,2,1,4
569,36,0,Non-Travel,8,Life Sciences,1,Sales Executive,Single,7587,1,No,15,0,10,10,7,0,9
570,52,0,Non-Travel,19,Medical,4,Research Scientist,Married,4258,0,No,18,1,5,4,3,1,2
571,26,0,Travel_Frequently,1,Life Sciences,1,Laboratory Technician,Divorced,4364,3,No,14,1,5,2,2,2,0
572,29,0,Travel_Rarely,27,Medical,2,Healthcare Representative,Married,4335,4,No,12,1,11,8,7,1,1
573,26,1,Travel_Rarely,8,Technical Degree,4,Sales Executive,Single,5326,6,No,17,0,6,4,3,1,2
574,34,0,Travel_Rarely,1,Life Sciences,2,Research Scientist,Single,3280,2,No,16,0,10,4,2,1,3
575,54,0,Travel_Rarely,19,Medical,4,Manufacturing Director,Divorced,5485,9,Yes,11,2,9,5,3,1,4
576,27,0,Travel_Frequently,8,Marketing,3,Sales Executive,Married,4342,0,No,19,1,5,4,2,1,1
577,37,0,Travel_Rarely,10,Life Sciences,4,Research Scientist,Divorced,2782,0,Yes,13,2,6,5,3,4,3
578,38,0,Travel_Frequently,2,Life Sciences,1,Manufacturing Director,Single,5980,6,Yes,12,0,17,15,7,4,12
579,34,0,Travel_Rarely,2,Medical,3,Research Scientist,Single,4381,1,No,11,0,6,6,5,1,3
580,35,0,Travel_Rarely,8,Life Sciences,1,Sales Representative,Married,2572,1,No,16,1,3,3,2,0,2
581,30,0,Travel_Rarely,1,Life Sciences,4,Laboratory Technician,Married,3833,3,No,21,2,7,2,2,0,2
582,40,0,Travel_Frequently,2,Medical,3,Healthcare Representative,Married,4244,1,No,24,1,8,8,7,3,7
583,34,0,Travel_Rarely,8,Life Sciences,3,Sales Executive,Married,6500,5,No,17,1,6,3,2,1,2
584,42,0,Travel_Frequently,8,Life Sciences,2,Manager,Divorced,18430,1,No,13,1,24,24,7,14,9
585,23,1,Travel_Rarely,6,Life Sciences,3,Laboratory Technician,Married,1601,1,Yes,21,2,1,0,0,0,0
586,24,0,Non-Travel,9,Life Sciences,3,Laboratory Technician,Divorced,2694,1,No,11,3,1,1,0,0,0
587,52,0,Travel_Rarely,11,Life Sciences,4,Laboratory Technician,Married,3149,8,No,20,1,9,5,2,1,4
588,50,0,Travel_Rarely,2,Medical,3,Research Director,Married,17639,5,No,16,0,30,4,3,0,3
589,29,1,Travel_Rarely,1,Life Sciences,2,Laboratory Technician,Married,2319,1,Yes,11,1,1,1,0,0,0
590,33,0,Travel_Rarely,7,Medical,3,Research Director,Married,11691,0,No,11,0,14,13,9,3,7
591,33,1,Travel_Rarely,16,Marketing,1,Sales Executive,Single,5324,5,No,15,0,6,3,2,0,2
592,47,0,Travel_Rarely,2,Other,3,Manager,Married,16752,1,Yes,11,1,26,26,14,3,0
593,36,0,Travel_Rarely,1,Other,3,Manufacturing Director,Married,5228,0,No,15,1,10,9,7,0,5
594,29,0,Travel_Rarely,23,Life Sciences,3,Research Scientist,Married,2700,1,No,24,1,10,10,7,0,7
595,58,1,Travel_Rarely,2,Life Sciences,4,Research Director,Single,19246,7,Yes,12,0,40,31,15,13,8
596,35,0,Travel_Rarely,1,Life Sciences,4,Research Scientist,Single,2506,3,No,13,0,7,2,2,2,2
597,42,0,Travel_Rarely,1,Life Sciences,4,Manufacturing Director,Married,6062,9,Yes,13,1,8,4,3,0,2
598,28,1,Travel_Rarely,2,Medical,3,Research Scientist,Single,4382,6,No,17,0,5,2,2,2,1
599,36,0,Travel_Rarely,13,Human Resources,3,Human Resources,Married,2143,4,No,13,1,8,5,2,0,4
600,32,0,Travel_Rarely,4,Life Sciences,3,Manufacturing Director,Married,6162,1,No,12,1,14,14,13,6,8
601,40,0,Travel_Frequently,16,Medical,1,Laboratory Technician,Single,5094,6,No,14,0,10,1,0,0,0
602,30,0,Travel_Rarely,2,Medical,3,Manufacturing Director,Single,6877,5,Yes,24,0,12,0,0,0,0
603,45,0,Travel_Rarely,2,Life Sciences,2,Research Scientist,Single,2274,1,No,14,0,1,1,0,0,0
604,42,0,Travel_Rarely,29,Life Sciences,2,Manufacturing Director,Married,4434,1,No,13,1,10,9,8,7,8
605,38,0,Travel_Frequently,12,Life Sciences,1,Healthcare Representative,Divorced,6288,2,No,15,1,13,4,3,1,2
606,34,0,Travel_Frequently,16,Life Sciences,3,Research Scientist,Single,2553,1,No,16,0,6,5,2,1,3
607,49,1,Travel_Rarely,11,Marketing,3,Sales Executive,Married,7654,1,No,18,2,9,9,8,7,7
608,55,1,Travel_Rarely,2,Medical,3,Sales Executive,Single,5160,4,No,16,0,12,9,7,7,3
609,43,0,Travel_Rarely,14,Life Sciences,2,Research Director,Married,17159,6,No,24,1,22,4,1,1,0
610,27,0,Travel_Rarely,5,Technical Degree,3,Research Director,Divorced,12808,1,Yes,16,1,9,9,8,0,8
611,35,0,Travel_Rarely,7,Other,3,Manufacturing Director,Single,10221,3,No,21,0,17,8,5,1,6
612,28,0,Travel_Rarely,2,Marketing,2,Sales Executive,Married,4779,1,Yes,20,0,8,8,7,7,5
613,34,0,Travel_Rarely,3,Human Resources,3,Human Resources,Married,3737,0,No,19,1,4,3,2,0,2
614,26,1,Travel_Frequently,5,Medical,3,Research Scientist,Married,2366,1,Yes,14,1,8,8,7,1,7
615,27,0,Non-Travel,3,Medical,4,Research Scientist,Married,1706,1,No,11,3,0,0,0,0,0
616,51,0,Travel_Rarely,26,Marketing,1,Manager,Married,16307,2,No,14,1,29,20,6,4,17
617,44,0,Travel_Rarely,4,Medical,4,Healthcare Representative,Single,5933,9,No,12,0,10,5,2,2,3
618,25,0,Travel_Rarely,2,Medical,1,Research Scientist,Single,3424,7,No,13,0,6,4,3,0,1
619,33,0,Travel_Rarely,1,Medical,1,Sales Executive,Divorced,4037,1,No,22,1,9,9,8,0,8
620,35,0,Travel_Rarely,27,Medical,3,Research Scientist,Single,2559,1,No,11,0,6,6,5,1,1
621,36,0,Travel_Rarely,1,Life Sciences,2,Sales Executive,Married,6201,1,Yes,14,1,18,18,14,4,11
622,32,0,Travel_Rarely,13,Life Sciences,2,Sales Executive,Divorced,4403,2,No,11,1,8,5,2,0,3
623,30,0,Travel_Frequently,5,Life Sciences,2,Research Scientist,Divorced,3761,9,No,12,1,10,5,4,0,3
624,53,0,Travel_Rarely,7,Marketing,1,Sales Executive,Married,10934,7,Yes,18,1,35,5,2,0,4
625,45,0,Travel_Rarely,9,Marketing,4,Sales Executive,Divorced,10761,4,Yes,12,1,18,5,4,0,2
626,32,0,Travel_Rarely,8,Medical,3,Research Scientist,Married,5175,5,No,12,1,9,5,3,1,3
627,52,0,Travel_Frequently,25,Medical,3,Manufacturing Director,Married,13826,3,No,22,0,31,9,8,0,0
628,37,0,Travel_Rarely,16,Marketing,4,Sales Executive,Divorced,6334,4,No,19,2,9,1,0,0,0
629,28,0,Travel_Rarely,8,Medical,2,Human Resources,Divorced,4936,1,No,13,1,6,5,1,0,4
630,22,0,Travel_Rarely,1,Life Sciences,4,Manufacturing Director,Married,4775,6,No,22,2,4,2,2,2,2
631,44,0,Travel_Rarely,8,Life Sciences,1,Laboratory Technician,Married,2818,2,Yes,24,1,10,3,2,0,2
632,42,0,Travel_Frequently,2,Medical,2,Research Scientist,Single,2515,5,Yes,14,0,8,2,1,2,2
633,36,0,Travel_Rarely,8,Life Sciences,1,Human Resources,Married,2342,0,No,21,0,6,5,4,0,3
634,25,0,Travel_Rarely,3,Other,3,Sales Executive,Married,4194,1,Yes,18,0,5,5,3,0,3
635,35,0,Travel_Rarely,9,Life Sciences,4,Manufacturing Director,Married,10685,1,Yes,20,1,17,17,14,5,15
636,35,1,Travel_Frequently,25,Life Sciences,4,Research Scientist,Divorced,2022,1,Yes,19,1,10,10,2,7,8
637,32,0,Non-Travel,1,Life Sciences,4,Laboratory Technician,Divorced,2314,0,No,12,1,4,3,0,0,2
638,25,0,Travel_Rarely,4,Marketing,3,Sales Executive,Married,4256,1,No,12,0,5,5,2,0,3
639,49,0,Travel_Rarely,1,Technical Degree,3,Research Scientist,Married,3580,2,No,16,1,7,4,2,0,2
640,24,0,Non-Travel,4,Life Sciences,1,Laboratory Technician,Married,3162,0,No,17,0,6,5,2,3,4
641,32,0,Travel_Frequently,5,Life Sciences,2,Sales Executive,Married,6524,1,No,14,1,10,10,8,5,3
642,38,0,Travel_Rarely,9,Marketing,2,Sales Representative,Married,2899,0,No,19,1,3,2,2,1,2
643,42,0,Travel_Rarely,3,Life Sciences,3,Laboratory Technician,Married,5231,2,Yes,13,1,17,5,3,1,3
644,31,0,Travel_Rarely,11,Life Sciences,4,Research Scientist,Married,2356,3,Yes,19,1,8,6,4,0,2
645,29,1,Travel_Rarely,1,Medical,2,Sales Representative,Divorced,2800,6,Yes,19,3,5,3,2,0,2
646,53,0,Travel_Rarely,8,Marketing,1,Sales Executive,Married,11836,5,No,14,1,28,2,0,2,2
647,35,0,Travel_Rarely,25,Technical Degree,4,Manufacturing Director,Married,10903,3,No,16,0,16,13,10,4,8
648,37,0,Travel_Frequently,21,Medical,3,Sales Representative,Married,2973,5,No,15,1,10,5,4,0,0
649,53,0,Travel_Rarely,23,Life Sciences,4,Research Director,Single,14275,6,No,18,0,33,12,9,3,8
650,43,0,Travel_Frequently,1,Life Sciences,4,Healthcare Representative,Married,5562,4,No,13,1,12,5,2,2,2
651,47,0,Travel_Rarely,2,Marketing,3,Sales Executive,Married,4537,0,Yes,22,1,8,7,6,7,7
652,37,0,Non-Travel,19,Medical,1,Sales Executive,Single,7642,1,Yes,13,0,10,10,0,0,9
653,50,0,Non-Travel,2,Life Sciences,1,Manager,Divorced,17924,1,No,11,1,31,31,6,14,7
654,39,0,Travel_Rarely,2,Life Sciences,4,Human Resources,Married,5204,8,No,11,2,13,5,4,0,4
655,33,0,Travel_Rarely,3,Human Resources,4,Human Resources,Divorced,2277,3,Yes,11,1,7,4,3,0,3
656,32,1,Travel_Rarely,25,Life Sciences,1,Laboratory Technician,Single,2795,1,Yes,24,0,1,1,0,0,1
657,29,0,Travel_Rarely,7,Medical,1,Laboratory Technician,Divorced,2532,6,No,14,3,8,4,3,0,3
658,44,0,Travel_Rarely,9,Life Sciences,2,Research Scientist,Married,2559,1,Yes,13,0,8,8,7,7,1
659,28,0,Travel_Rarely,5,Medical,1,Sales Executive,Single,4908,1,No,14,0,4,4,2,0,2
660,58,1,Travel_Frequently,2,Life Sciences,4,Laboratory Technician,Divorced,2380,9,Yes,14,1,3,1,0,0,0
661,43,0,Travel_Rarely,8,Life Sciences,1,Manufacturing Director,Divorced,4765,4,No,21,1,4,1,0,0,0
662,20,1,Travel_Rarely,2,Medical,3,Sales Representative,Single,2044,1,No,13,0,2,2,2,0,2
663,21,1,Travel_Rarely,18,Other,4,Research Scientist,Single,2693,1,No,19,0,1,1,0,0,0
664,36,0,Travel_Rarely,14,Life Sciences,3,Healthcare Representative,Married,6586,0,Yes,17,1,17,16,8,4,11
665,47,0,Travel_Rarely,2,Life Sciences,4,Sales Representative,Single,3294,1,Yes,18,0,3,3,2,1,2
666,22,1,Travel_Rarely,3,Life Sciences,2,Manufacturing Director,Married,4171,0,Yes,19,1,4,3,2,0,2
667,41,1,Travel_Rarely,2,Life Sciences,2,Laboratory Technician,Divorced,2778,4,Yes,13,1,10,7,7,1,0
668,28,0,Travel_Rarely,9,Medical,3,Research Scientist,Divorced,2377,5,No,18,1,6,2,2,2,2
669,39,1,Travel_Rarely,6,Medical,4,Laboratory Technician,Married,2404,7,Yes,21,0,8,2,2,2,2
670,27,0,Travel_Rarely,4,Life Sciences,2,Research Scientist,Single,2318,1,No,19,0,1,1,1,0,0
671,34,0,Travel_Rarely,10,Life Sciences,2,Laboratory Technician,Divorced,2008,1,No,14,2,1,1,0,1,0
672,42,0,Travel_Rarely,14,Medical,3,Sales Executive,Single,6244,7,No,17,0,10,5,4,0,3
673,33,0,Travel_Rarely,1,Other,3,Research Scientist,Single,2799,3,Yes,11,0,6,3,2,0,2
674,58,0,Travel_Rarely,5,Technical Degree,3,Healthcare Representative,Divorced,10552,2,Yes,13,1,24,6,0,0,4
675,31,0,Travel_Rarely,7,Life Sciences,2,Sales Representative,Married,2329,3,No,15,0,13,7,7,5,2
676,35,0,Travel_Rarely,21,Life Sciences,4,Healthcare Representative,Married,4014,1,Yes,25,1,10,10,6,0,7
677,49,0,Travel_Rarely,8,Other,1,Laboratory Technician,Married,7403,4,No,11,1,29,26,9,1,7
678,48,0,Travel_Rarely,20,Medical,4,Research Scientist,Married,2259,4,No,17,2,13,0,0,0,0
679,31,0,Non-Travel,20,Marketing,4,Sales Executive,Married,6932,1,No,13,1,9,9,8,0,0
680,36,0,Travel_Rarely,7,Other,2,Research Scientist,Single,4678,2,No,18,0,8,6,2,0,1
681,38,0,Travel_Rarely,1,Technical Degree,4,Research Director,Married,13582,1,No,13,1,15,15,12,5,11
682,32,0,Non-Travel,1,Life Sciences,3,Laboratory Technician,Married,2332,6,No,20,0,5,3,0,0,2
683,25,1,Travel_Rarely,19,Marketing,3,Sales Representative,Married,2413,1,Yes,18,3,1,1,0,0,0
684,40,0,Travel_Rarely,10,Marketing,1,Sales Executive,Divorced,9705,2,No,12,1,11,1,0,0,0
685,26,0,Travel_Frequently,1,Medical,3,Sales Executive,Single,4294,1,No,12,0,7,7,7,0,7
686,41,0,Travel_Rarely,6,Medical,4,Laboratory Technician,Single,4721,2,Yes,13,0,20,18,13,2,17
687,36,0,Travel_Rarely,2,Medical,3,Laboratory Technician,Single,2519,4,No,21,0,16,11,8,3,9
688,19,1,Travel_Rarely,21,Other,4,Sales Representative,Single,2121,1,Yes,13,0,1,1,0,0,0
689,20,1,Travel_Rarely,4,Technical Degree,1,Laboratory Technician,Single,2973,1,No,19,0,1,1,0,0,0
690,31,0,Travel_Rarely,12,Medical,4,Healthcare Representative,Married,5855,0,Yes,11,2,10,9,7,8,5
691,40,0,Travel_Frequently,9,Medical,4,Research Scientist,Divorced,3617,8,Yes,14,1,3,1,1,0,0
692,32,0,Travel_Rarely,3,Medical,3,Manufacturing Director,Married,6725,1,No,12,1,8,8,7,6,3
693,36,1,Travel_Rarely,3,Life Sciences,3,Sales Executive,Married,10325,1,Yes,11,1,16,16,7,3,7
694,33,0,Travel_Rarely,1,Life Sciences,2,Healthcare Representative,Single,6949,0,No,14,0,6,5,0,1,4
695,37,1,Travel_Rarely,1,Life Sciences,1,Sales Executive,Married,10609,5,No,11,0,17,14,1,11,7
696,45,0,Non-Travel,4,Life Sciences,3,Laboratory Technician,Married,4447,1,No,12,0,9,9,7,0,8
697,29,0,Travel_Frequently,20,Technical Degree,3,Sales Representative,Married,2157,1,No,15,1,3,3,1,0,2
698,35,0,Travel_Rarely,18,Medical,3,Sales Executive,Married,4601,1,No,16,0,5,5,2,1,0
699,52,0,Travel_Rarely,1,Life Sciences,4,Manager,Married,17099,2,No,15,1,26,9,8,7,8
700,58,1,Travel_Rarely,2,Technical Degree,4,Research Scientist,Single,2479,4,No,24,0,7,1,0,0,0
701,53,0,Travel_Rarely,2,Medical,3,Manager,Divorced,14852,6,No,13,1,22,17,13,15,2
702,30,0,Travel_Rarely,8,Other,3,Sales Executive,Divorced,7264,5,No,11,1,10,8,4,7,7
703,38,0,Non-Travel,10,Technical Degree,3,Sales Executive,Single,5666,1,Yes,13,0,6,5,3,1,3
704,35,0,Travel_Rarely,3,Life Sciences,4,Sales Executive,Divorced,7823,6,No,13,1,12,10,9,0,8
705,39,0,Travel_Rarely,2,Life Sciences,1,Sales Executive,Single,7880,0,No,18,0,9,8,7,0,7
706,40,1,Non-Travel,24,Life Sciences,2,Sales Executive,Single,13194,4,Yes,16,0,22,1,0,0,0
707,47,0,Travel_Frequently,16,Medical,3,Manufacturing Director,Divorced,5067,1,Yes,19,0,20,19,10,2,7
708,36,0,Non-Travel,8,Technical Degree,1,Sales Executive,Divorced,5079,4,No,13,2,12,7,7,0,7
709,31,1,Non-Travel,9,Medical,3,Research Scientist,Single,2321,0,Yes,22,0,4,3,2,1,2
710,33,0,Non-Travel,17,Life Sciences,4,Manager,Single,17444,1,No,11,0,10,10,8,6,0
711,29,1,Travel_Rarely,10,Life Sciences,4,Research Scientist,Single,2404,6,Yes,20,0,3,0,0,0,0
712,33,0,Travel_Rarely,13,Life Sciences,2,Research Scientist,Single,3452,3,No,18,0,5,3,2,0,2
713,45,0,Travel_Rarely,1,Medical,4,Laboratory Technician,Divorced,2270,3,No,14,2,8,5,3,0,2
714,50,0,Travel_Rarely,1,Medical,4,Research Director,Divorced,17399,9,No,22,1,32,5,4,1,3
715,33,0,Travel_Frequently,1,Other,3,Healthcare Representative,Married,5488,1,Yes,13,1,6,6,5,1,2
716,41,0,Travel_Frequently,9,Medical,1,Research Director,Divorced,19419,2,No,17,1,21,18,16,0,11
717,27,0,Travel_Rarely,16,Technical Degree,3,Laboratory Technician,Married,2811,9,No,14,1,4,2,2,2,2
718,45,0,Non-Travel,23,Life Sciences,4,Laboratory Technician,Married,3633,1,Yes,15,1,9,9,8,0,8
719,47,0,Travel_Rarely,4,Life Sciences,4,Sales Executive,Single,4163,1,Yes,17,0,9,9,0,0,7
720,30,1,Travel_Rarely,22,Life Sciences,1,Research Scientist,Married,2132,4,Yes,11,0,7,5,2,0,1
721,50,0,Travel_Rarely,24,Life Sciences,4,Manufacturing Director,Married,13973,3,Yes,18,1,22,12,11,1,5
722,38,0,Travel_Frequently,10,Medical,3,Research Scientist,Married,2684,0,No,17,1,3,2,1,0,2
723,46,0,Travel_Rarely,7,Medical,4,Manufacturing Director,Divorced,10845,6,No,13,1,13,8,7,0,7
724,24,0,Travel_Rarely,17,Medical,4,Manufacturing Director,Divorced,4377,1,No,15,2,5,4,2,3,2
725,35,1,Travel_Rarely,14,Other,3,Laboratory Technician,Divorced,3743,1,Yes,24,1,5,4,2,0,2
